Index,Minute,Team,Player,Position,Type,Shot outcome,Origin_Xcoord,Origin_Ycoord,Destination_Xcoord,Destination_Ycoord,Pass_Recipient
761,20,Argentina,Julián Álvarez,Center Forward,Pass,,94.2,47,112.6,11.5,Ángel Fabián Di María Hernández
771,22,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Shot,Goal,108,40,120,41.8,
773,23,France,Olivier Giroud,Center Forward,Pass,,61,40.1,52.9,38,Adrien Rabiot
775,23,France,Adrien Rabiot,Left Defensive Midfield,Pass,,55,34.2,46.9,44.4,Aurélien Djani Tchouaméni
778,23,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,44.5,47.7,40,62.4,Jules Koundé
781,23,France,Jules Koundé,Right Back,Pass,,39,63.9,33.2,52.6,Raphaël Varane
784,23,France,Raphaël Varane,Right Center Back,Pass,,34.7,47.2,39,7,Theo Bernard François Hernández
787,23,France,Theo Bernard François Hernández,Left Back,Pass,,38.5,7.4,97.2,9.8,Kylian Mbappé Lottin
790,24,France,Kylian Mbappé Lottin,Left Wing,Pass,,98,0.1,87.5,7.7,Adrien Rabiot
793,24,France,Adrien Rabiot,Left Defensive Midfield,Pass,,89.7,7.7,96.5,5.1,Kylian Mbappé Lottin
796,24,France,Kylian Mbappé Lottin,Left Wing,Pass,,105.9,5.5,104.6,28.4,
799,24,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,14.4,53,26.6,47.4,Ángel Fabián Di María Hernández
806,24,Argentina,Julián Álvarez,Center Forward,Pass,,36.9,48.5,32.4,34.4,Alexis Mac Allister
810,24,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,38.8,29.5,22.5,17.3,Nicolás Alejandro Tagliafico
812,24,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,22.5,17,25.9,14.5,
814,24,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,34.9,0.1,50.3,2.9,Alexis Mac Allister
818,24,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,69.8,77.2,73,76.7,Jules Koundé
821,25,France,Raphaël Varane,Right Center Back,Pass,,48.4,80,34.3,66.3,Dayotchanculle Upamecano
824,25,France,Dayotchanculle Upamecano,Left Center Back,Pass,,41.3,53,45.2,48.5,Adrien Rabiot
827,25,France,Adrien Rabiot,Left Defensive Midfield,Pass,,50.3,50.4,48,61.8,Aurélien Djani Tchouaméni
830,25,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,48,62,66.4,66,Ousmane Dembélé
832,25,France,Ousmane Dembélé,Right Wing,Pass,,66.4,66,56.7,63.7,Adrien Rabiot
834,25,Argentina,Julián Álvarez,Center Forward,Pass,,63.4,16.4,55,19,Alexis Mac Allister
837,25,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,58.5,17.7,54.4,24.3,Enzo Fernandez
839,25,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,54.4,24.3,55,13.4,Nicolás Alejandro Tagliafico
842,25,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,55,12.8,58,2.5,Ángel Fabián Di María Hernández
849,25,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,45,4,45.4,10.8,Alexis Mac Allister
852,25,France,Ousmane Dembélé,Right Wing,Pass,,80.3,70.8,88.8,56.2,Olivier Giroud
858,26,France,Antoine Griezmann,Center Attacking Midfield,Pass,,90.1,55.1,106.4,33.5,
866,28,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,28.3,41.2,88.6,63.9,Julián Álvarez
870,28,France,Theo Bernard François Hernández,Left Back,Pass,,31.5,16.2,45.8,23.3,
873,28,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,77.9,57.5,81.1,73.9,Lionel Andrés Messi Cuccittini
879,29,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,120,80,116.4,43.6,
883,29,France,Hugo Lloris,Goalkeeper,Pass,,10.1,9.6,64.4,44.2,Jules Koundé
885,29,France,Jules Koundé,Right Back,Pass,,64.4,44.2,82.2,55.4,Ousmane Dembélé
888,29,France,Ousmane Dembélé,Right Wing,Pass,,82.4,55.4,75.8,56.2,Antoine Griezmann
890,29,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,44.3,23.9,34.7,21.1,Nicolás Alejandro Tagliafico
893,29,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,34.7,20.5,38.8,26.7,Enzo Fernandez
896,29,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,39.6,28,42.2,53.6,Nahuel Molina Lucero
899,29,Argentina,Nahuel Molina Lucero,Right Back,Pass,,63.4,61.8,75.4,38.4,Julián Álvarez
901,29,Argentina,Julián Álvarez,Center Forward,Pass,,75.6,38.9,62.5,42.9,Lionel Andrés Messi Cuccittini
904,30,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,81.8,38.6,91.4,29.2,Alexis Mac Allister
907,30,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,92.9,27.7,105.1,13.8,Ángel Fabián Di María Hernández
909,30,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,106.8,12.8,111.1,79.5,Julián Álvarez
911,30,France,Theo Bernard François Hernández,Left Back,Pass,,9.2,0.1,36.2,5.5,Olivier Giroud
914,30,France,Olivier Giroud,Center Forward,Pass,,36.2,5.5,42.8,12.1,Kylian Mbappé Lottin
916,30,Argentina,Nahuel Molina Lucero,Right Back,Pass,,77.3,68,88.2,60,Julián Álvarez
919,30,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,31.9,20.1,42.4,13.9,Olivier Giroud
922,30,France,Olivier Giroud,Center Forward,Pass,,42.4,13.9,51.4,16,Kylian Mbappé Lottin
926,30,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,64.4,23.9,65.7,5.3,Nicolás Alejandro Tagliafico
930,30,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,60.8,4.6,32.1,15.1,Nicolás Hernán Otamendi
933,30,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,23.8,17.7,8.6,36.1,Damián Emiliano Martínez
937,30,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,7.8,38.2,8.8,54.5,Cristian Gabriel Romero
940,30,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,19.7,56.4,36.2,51.5,Rodrigo Javier De Paul
946,30,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,37.9,60.3,45.6,59.4,Lionel Andrés Messi Cuccittini
948,31,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,45.8,59.4,64.4,73.5,Rodrigo Javier De Paul
953,31,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,70,65,68.1,55.5,Lionel Andrés Messi Cuccittini
956,31,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,68.1,54.5,81.1,29.9,Alexis Mac Allister
959,31,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,81.8,31.4,80.7,45.1,Lionel Andrés Messi Cuccittini
963,31,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,92.7,47.6,116.8,7.4,Ángel Fabián Di María Hernández
966,31,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,107.9,8.3,91.4,11.9,Alexis Mac Allister
969,31,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,93.1,11.9,87.1,18.8,Enzo Fernandez
972,31,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,87.1,18.1,90.8,2.5,Alexis Mac Allister
975,31,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,90.8,2.5,98.5,18.3,Nicolás Alejandro Tagliafico
977,31,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,100.4,20.5,90.1,20.5,Alexis Mac Allister
979,31,Argentina,Alexis Mac Allister,Left Center Midfield,Shot,Wayward,94.3,23.5,112.3,,
981,32,France,Theo Bernard François Hernández,Left Back,Pass,,18,0.1,43.9,8.7,Kylian Mbappé Lottin
983,32,Argentina,Nahuel Molina Lucero,Right Back,Pass,,76.2,71.4,97.8,68.2,Lionel Andrés Messi Cuccittini
992,32,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,87.1,30.5,82.2,44,Enzo Fernandez
996,32,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,85.8,45.5,93.3,52.6,Julián Álvarez
998,32,Argentina,Julián Álvarez,Center Forward,Pass,,93.3,52.6,87.8,51.1,Enzo Fernandez
1002,32,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,87.8,51.3,90.5,70.7,Rodrigo Javier De Paul
1005,32,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,91.8,68.6,109.6,29.2,Ángel Fabián Di María Hernández
1008,32,France,Ousmane Dembélé,Right Wing,Pass,,21.6,55.1,52.9,45.1,
1011,32,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,65.1,36.3,55,51.3,Cristian Gabriel Romero
1014,32,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,53.7,58.3,65.9,54.9,Rodrigo Javier De Paul
1017,32,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,68.7,55.5,63.8,48.3,Enzo Fernandez
1020,32,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,62.7,42.7,52.3,27.1,Nicolás Hernán Otamendi
1022,32,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,52.3,26.5,65.9,6.6,Nicolás Alejandro Tagliafico
1025,32,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,67.7,6.4,75.8,2.3,Ángel Fabián Di María Hernández
1029,32,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,74.9,3.8,92,15.1,Alexis Mac Allister
1033,32,France,Jules Koundé,Right Back,Pass,,33.8,80,53.3,75.5,Olivier Giroud
1035,33,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,66.8,4.6,70.9,10.2,Alexis Mac Allister
1039,33,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,72.4,7.8,74.7,2.9,Ángel Fabián Di María Hernández
1045,33,France,Ousmane Dembélé,Right Wing,Pass,,54.6,77.8,57.2,72.3,Jules Koundé
1052,33,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,73,6.1,80.9,19.2,Julián Álvarez
1054,33,France,Raphaël Varane,Right Center Back,Pass,,39.2,60.9,61,63.3,
1056,33,France,Adrien Rabiot,Left Defensive Midfield,Pass,,48.6,50.6,88.8,27.3,
1057,33,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,31.3,52.8,9.9,54.1,Damián Emiliano Martínez
1060,33,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,11,56.6,31.9,70.5,Nahuel Molina Lucero
1063,33,Argentina,Nahuel Molina Lucero,Right Back,Pass,,35.6,72.9,43.7,66.2,Rodrigo Javier De Paul
1066,33,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,49,67.5,44.3,49.3,Enzo Fernandez
1069,33,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,70.4,52.1,81.3,74.4,Nahuel Molina Lucero
1072,33,Argentina,Nahuel Molina Lucero,Right Back,Pass,,81.3,73.3,67,71.8,Rodrigo Javier De Paul
1075,33,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,63.2,70.9,42.8,62.2,Cristian Gabriel Romero
1078,33,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,43.1,58.1,44.3,25.8,Nicolás Hernán Otamendi
1081,33,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,46.7,23.2,57.4,33.5,Enzo Fernandez
1084,33,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,57.4,33.5,49.5,25.8,Nicolás Hernán Otamendi
1086,33,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,49.5,26,56.3,25.6,Enzo Fernandez
1089,33,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,53.5,23.9,44.6,41,Cristian Gabriel Romero
1092,33,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,43.5,41.2,51.4,48.5,Rodrigo Javier De Paul
1095,33,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,51.4,48.5,50.5,13.6,Nicolás Hernán Otamendi
1099,34,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,52.5,15.1,40.1,33.5,Cristian Gabriel Romero
1102,34,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,39.6,36.3,55.5,44.2,Rodrigo Javier De Paul
1105,34,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,64.4,42.3,76,62.4,Lionel Andrés Messi Cuccittini
1108,34,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,80.3,57.7,101.2,8.9,Ángel Fabián Di María Hernández
1111,34,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,98.5,17.5,94.2,29.7,Lionel Andrés Messi Cuccittini
1116,34,France,Jules Koundé,Right Back,Pass,,18.4,55.4,39.8,52.4,Adrien Rabiot
1120,34,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,80.7,23.2,88.4,4.6,Nicolás Alejandro Tagliafico
1123,34,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,90.3,5.7,81.3,12.3,Enzo Fernandez
1126,34,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,80.1,14.7,86.5,5.3,Nicolás Alejandro Tagliafico
1129,34,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,86.5,5.3,93.7,3.8,Ángel Fabián Di María Hernández
1132,34,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,87.3,4.6,74.1,8.1,Enzo Fernandez
1135,34,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,74.7,10,54,39.9,Cristian Gabriel Romero
1139,34,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,53.7,45.7,21.2,32,Damián Emiliano Martínez
1141,34,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,21.2,32,27.9,22.4,Nicolás Hernán Otamendi
1144,34,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,25.9,22.4,10.1,40.6,Damián Emiliano Martínez
1147,34,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,9.7,45.1,12.9,55.5,Cristian Gabriel Romero
1150,34,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,12.5,55.3,21.5,73.3,Nahuel Molina Lucero
1153,34,Argentina,Nahuel Molina Lucero,Right Back,Pass,,21.5,73.3,27,79.1,
1154,35,France,Theo Bernard François Hernández,Left Back,Pass,,93.1,0.1,110.8,7,Kylian Mbappé Lottin
1160,35,Argentina,Nahuel Molina Lucero,Right Back,Pass,,5.8,54.5,4.1,42.1,Damián Emiliano Martínez
1162,35,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,4.1,42.1,51,73.1,
1165,35,France,Dayotchanculle Upamecano,Left Center Back,Pass,,71.3,5.5,94.2,8.3,
1166,35,Argentina,Nahuel Molina Lucero,Right Back,Pass,,25.9,71.8,41.6,59.2,Alexis Mac Allister
1168,35,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,41.8,59,53.1,61.8,Lionel Andrés Messi Cuccittini
1171,35,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,52.9,61.8,62.5,68.2,Julián Álvarez
1174,35,Argentina,Julián Álvarez,Center Forward,Pass,,63.2,68.2,99.3,54.9,Alexis Mac Allister
1176,35,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,99.3,54.9,111.8,32.1,Ángel Fabián Di María Hernández
1178,35,Argentina,Ángel Fabián Di María Hernández,Left Wing,Shot,Goal,111.8,32.1,120,41.7,
1180,36,France,Olivier Giroud,Center Forward,Pass,,61,40.1,54.6,42.9,Aurélien Djani Tchouaméni
1182,36,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,54.6,42.9,56.7,12.1,Kylian Mbappé Lottin
1186,37,France,Kylian Mbappé Lottin,Left Wing,Pass,,66.8,10.6,45.4,30.3,Dayotchanculle Upamecano
1189,37,France,Dayotchanculle Upamecano,Left Center Back,Pass,,45.4,31.6,52.7,46.2,Aurélien Djani Tchouaméni
1195,37,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,56.5,64.6,72.1,76.1,Ousmane Dembélé
1203,37,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,44.3,7.4,44.3,3.1,Ángel Fabián Di María Hernández
1206,37,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,45.2,4,42,14.1,Enzo Fernandez
1209,37,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,42,13.8,37.7,9.6,Alexis Mac Allister
1212,37,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,45.2,14.7,43.1,24.1,Enzo Fernandez
1215,37,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,43.1,25,48,42.7,Lionel Andrés Messi Cuccittini
1217,37,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,48,42.5,38.1,39.7,Rodrigo Javier De Paul
1220,37,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,38.1,39.7,33.2,24.7,Nicolás Hernán Otamendi
1223,37,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,32.8,24.3,25.1,45.9,Cristian Gabriel Romero
1226,37,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,25.1,45.7,38.8,44.9,Enzo Fernandez
1229,37,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,39.6,43.8,33.6,24.7,Nicolás Hernán Otamendi
1232,37,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,33.9,23.9,41.6,9.3,Nicolás Alejandro Tagliafico
1235,37,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,44.8,8.1,28.9,15.8,Nicolás Hernán Otamendi
1238,37,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,30.6,14.5,38.8,2.1,Nicolás Alejandro Tagliafico
1241,37,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,38.6,3.4,54,7.8,Alexis Mac Allister
1247,38,Argentina,Ángel Fabián Di María Hernández,Left Wing,Pass,,53.5,7,46.7,63.9,Nahuel Molina Lucero
1249,38,Argentina,Nahuel Molina Lucero,Right Back,Pass,,46.7,63.7,45.2,49.1,Rodrigo Javier De Paul
1252,38,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,43.5,50,26.4,48.9,Cristian Gabriel Romero
1255,38,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,26.4,48.7,37.5,44.6,Enzo Fernandez
1257,38,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,37.5,44.6,49.7,51.7,Rodrigo Javier De Paul
1259,38,France,Theo Bernard François Hernández,Left Back,Pass,,70.4,28.4,80.5,34.8,Antoine Griezmann
1261,38,France,Antoine Griezmann,Center Attacking Midfield,Pass,,80.5,35.2,87.3,22.2,Kylian Mbappé Lottin
1264,38,France,Kylian Mbappé Lottin,Left Wing,Pass,,87.1,10.4,94.4,21.3,Adrien Rabiot
1271,38,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,33.4,54.9,51.4,72.9,Lionel Andrés Messi Cuccittini
1278,38,France,Dayotchanculle Upamecano,Left Center Back,Pass,,42.6,5.1,9.7,25.4,Hugo Lloris
1281,38,France,Hugo Lloris,Goalkeeper,Pass,,12.9,29.9,27.4,45.9,Raphaël Varane
1284,38,France,Raphaël Varane,Right Center Back,Pass,,49,56.9,60.6,53,Antoine Griezmann
